"Notes","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Year","Year Code",Deaths,Population,Crude Rate
,"Tennessee","47","65-74 years","65-74","2018","2018",98,661602,14.8
,"Tennessee","47","65-74 years","65-74","2019","2019",112,681396,16.4
,"Tennessee","47","65-74 years","65-74","2020","2020",97,704870,13.8
,"Tennessee","47","75-84 years","75-84","2010","2010",37,266471,13.9
,"Tennessee","47","75-84 years","75-84","2011","2011",37,272479,13.6
,"Tennessee","47","75-84 years","75-84","2012","2012",53,275958,19.2
,"Tennessee","47","75-84 years","75-84","2013","2013",52,281615,18.5
,"Tennessee","47","75-84 years","75-84","2014","2014",46,288262,16.0
,"Tennessee","47","75-84 years","75-84","2015","2015",64,295124,21.7
,"Tennessee","47","75-84 years","75-84","2016","2016",61,302936,20.1
,"Tennessee","47","75-84 years","75-84","2017","2017",55,312550,17.6
,"Tennessee","47","75-84 years","75-84","2018","2018",61,328033,18.6
,"Tennessee","47","75-84 years","75-84","2019","2019",85,340228,25.0
,"Tennessee","47","75-84 years","75-84","2020","2020",70,351752,19.9
,"Tennessee","47","85+ years","85+","2010","2010",14,99917,Unreliable
,"Tennessee","47","85+ years","85+","2011","2011",17,104171,Unreliable
,"Tennessee","47","85+ years","85+","2012","2012",16,106389,Unreliable
,"Tennessee","47","85+ years","85+","2013","2013",16,108838,Unreliable
,"Tennessee","47","85+ years","85+","2014","2014",22,111140,19.8
,"Tennessee","47","85+ years","85+","2015","2015",29,113736,25.5
,"Tennessee","47","85+ years","85+","2016","2016",24,115707,20.7
,"Tennessee","47","85+ years","85+","2017","2017",19,117903,Unreliable
,"Tennessee","47","85+ years","85+","2018","2018",23,120062,19.2
,"Tennessee","47","85+ years","85+","2019","2019",19,121769,Unreliable
,"Tennessee","47","85+ years","85+","2020","2020",34,123921,27.4
,"Texas","48","5-14 years","5-14","2010","2010",10,3810117,Unreliable
,"Texas","48","5-14 years","5-14","2011","2011",10,3873947,Unreliable
,"Texas","48","5-14 years","5-14","2014","2014",15,4001417,Unreliable
,"Texas","48","5-14 years","5-14","2015","2015",12,4042191,Unreliable
,"Texas","48","5-14 years","5-14","2016","2016",11,4067381,Unreliable
,"Texas","48","5-14 years","5-14","2017","2017",21,4106417,0.5
,"Texas","48","5-14 years","5-14","2018","2018",24,4139166,0.6
,"Texas","48","5-14 years","5-14","2019","2019",20,4166702,0.5
,"Texas","48","5-14 years","5-14","2020","2020",21,4206393,0.5
,"Texas","48","15-24 years","15-24","2010","2010",199,3700203,5.4
,"Texas","48","15-24 years","15-24","2011","2011",202,3757481,5.4
,"Texas","48","15-24 years","15-24","2012","2012",219,3813579,5.7
,"Texas","48","15-24 years","15-24","2013","2013",211,3855325,5.5
,"Texas","48","15-24 years","15-24","2014","2014",207,3905666,5.3
,"Texas","48","15-24 years","15-24","2015","2015",238,3957593,6.0
,"Texas","48","15-24 years","15-24","2016","2016",277,3975757,7.0
,"Texas","48","15-24 years","15-24","2017","2017",313,3996424,7.8
,"Texas","48","15-24 years","15-24","2018","2018",293,4030886,7.3
,"Texas","48","15-24 years","15-24","2019","2019",332,4055517,8.2
,"Texas","48","15-24 years","15-24","2020","2020",373,4098388,9.1
,"Texas","48","25-34 years","25-34","2010","2010",255,3613473,7.1
,"Texas","48","25-34 years","25-34","2011","2011",244,3694865,6.6
,"Texas","48","25-34 years","25-34","2012","2012",261,3764291,6.9
,"Texas","48","25-34 years","25-34","2013","2013",291,3831647,7.6
,"Texas","48","25-34 years","25-34","2014","2014",273,3925657,7.0
,"Texas","48","25-34 years","25-34","2015","2015",296,4012159,7.4
,"Texas","48","25-34 years","25-34","2016","2016",355,4085728,8.7
,"Texas","48","25-34 years","25-34","2017","2017",353,4162040,8.5
,"Texas","48","25-34 years","25-34","2018","2018",407,4236328,9.6
,"Texas","48","25-34 years","25-34","2019","2019",377,4276763,8.8
,"Texas","48","25-34 years","25-34","2020","2020",400,4318570,9.3
,"Texas","48","35-44 years","35-44","2010","2010",265,3458382,7.7
,"Texas","48","35-44 years","35-44","2011","2011",267,3492402,7.6
,"Texas","48","35-44 years","35-44","2012","2012",246,3535724,7.0
,"Texas","48","35-44 years","35-44","2013","2013",257,3574508,7.2
,"Texas","48","35-44 years","35-44","2014","2014",249,3634885,6.9
,"Texas","48","35-44 years","35-44","2015","2015",310,3694015,8.4
,"Texas","48","35-44 years","35-44","2016","2016",299,3726287,8.0
,"Texas","48","35-44 years","35-44","2017","2017",316,3804749,8.3
,"Texas","48","35-44 years","35-44","2018","2018",313,3881772,8.1
,"Texas","48","35-44 years","35-44","2019","2019",320,3942439,8.1
,"Texas","48","35-44 years","35-44","2020","2020",357,4019259,8.9
,"Texas","48","45-54 years","45-54","2010","2010",356,3435336,10.4
,"Texas","48","45-54 years","45-54","2011","2011",338,3455586,9.8
,"Texas","48","45-54 years","45-54","2012","2012",314,3450815,9.1
,"Texas","48","45-54 years","45-54","2013","2013",320,3445227,9.3
,"Texas","48","45-54 years","45-54","2014","2014",340,3471743,9.8
,"Texas","48","45-54 years","45-54","2015","2015",375,3502717,10.7
,"Texas","48","45-54 years","45-54","2016","2016",337,3519013,9.6
,"Texas","48","45-54 years","45-54","2017","2017",324,3545865,9.1
,"Texas","48","45-54 years","45-54","2018","2018",358,3552957,10.1
,"Texas","48","45-54 years","45-54","2019","2019",335,3554098,9.4
,"Texas","48","45-54 years","45-54","2020","2020",335,3576835,9.4
,"Texas","48","55-64 years","55-64","2010","2010",271,2597691,10.4
,"Texas","48","55-64 years","55-64","2011","2011",283,2734763,10.3
,"Texas","48","55-64 years","55-64","2012","2012",300,2800415,10.7
,"Texas","48","55-64 years","55-64","2013","2013",315,2874895,11.0
,"Texas","48","55-64 years","55-64","2014","2014",297,2962296,10.0
,"Texas","48","55-64 years","55-64","2015","2015",352,3051631,11.5
,"Texas","48","55-64 years","55-64","2016","2016",325,3116019,10.4
,"Texas","48","55-64 years","55-64","2017","2017",391,3184764,12.3
,"Texas","48","55-64 years","55-64","2018","2018",382,3234290,11.8
,"Texas","48","55-64 years","55-64","2019","2019",359,3275242,11.0
,"Texas","48","55-64 years","55-64","2020","2020",325,3298724,9.9
,"Texas","48","65-74 years","65-74","2010","2010",167,1472256,11.3
,"Texas","48","65-74 years","65-74","2011","2011",170,1538561,11.0
,"Texas","48","65-74 years","65-74","2012","2012",188,1643949,11.4
,"Texas","48","65-74 years","65-74","2013","2013",189,1737723,10.9
,"Texas","48","65-74 years","65-74","2014","2014",214,1833501,11.7
,"Texas","48","65-74 years","65-74","2015","2015",205,1923296,10.7
,"Texas","48","65-74 years","65-74","2016","2016",207,2008449,10.3
,"Texas","48","65-74 years","65-74","2017","2017",226,2089236,10.8
,"Texas","48","65-74 years","65-74","2018","2018",248,2166529,11.4
,"Texas","48","65-74 years","65-74","2019","2019",263,2245028,11.7
,"Texas","48","65-74 years","65-74","2020","2020",244,2339912,10.4
,"Texas","48","75-84 years","75-84","2010","2010",121,824451,14.7
,"Texas","48","75-84 years","75-84","2011","2011",116,844664,13.7
,"Texas","48","75-84 years","75-84","2012","2012",148,859714,17.2
,"Texas","48","75-84 years","75-84","2013","2013",123,880552,14.0
,"Texas","48","75-84 years","75-84","2014","2014",129,904078,14.3
,"Texas","48","75-84 years","75-84","2015","2015",129,927433,13.9
,"Texas","48","75-84 years","75-84","2016","2016",146,957001,15.3
,"Texas","48","75-84 years","75-84","2017","2017",145,988085,14.7
,"Texas","48","75-84 years","75-84","2018","2018",171,1035292,16.5
,"Texas","48","75-84 years","75-84","2019","2019",161,1080742,14.9
,"Texas","48","75-84 years","75-84","2020","2020",172,1119841,15.4
,"Texas","48","85+ years","85+","2010","2010",57,305179,18.7
,"Texas","48","85+ years","85+","2011","2011",54,322804,16.7
,"Texas","48","85+ years","85+","2012","2012",59,335632,17.6
,"Texas","48","85+ years","85+","2013","2013",65,347892,18.7
,"Texas","48","85+ years","85+","2014","2014",65,361502,18.0
,"Texas","48","85+ years","85+","2015","2015",76,374439,20.3
,"Texas","48","85+ years","85+","2016","2016",59,387790,15.2
,"Texas","48","85+ years","85+","2017","2017",69,395391,17.5
,"Texas","48","85+ years","85+","2018","2018",67,400499,16.7
,"Texas","48","85+ years","85+","2019","2019",70,408459,17.1
,"Texas","48","85+ years","85+","2020","2020",60,413930,14.5
,"Utah","49","15-24 years","15-24","2010","2010",33,447609,7.4
,"Utah","49","15-24 years","15-24","2011","2011",34,457721,7.4
,"Utah","49","15-24 years","15-24","2012","2012",44,460603,9.6
,"Utah","49","15-24 years","15-24","2013","2013",32,469436,6.8
,"Utah","49","15-24 years","15-24","2014","2014",48,474017,10.1
,"Utah","49","15-24 years","15-24","2015","2015",65,485295,13.4
,"Utah","49","15-24 years","15-24","2016","2016",53,491359,10.8
,"Utah","49","15-24 years","15-24","2017","2017",59,495829,11.9
,"Utah","49","15-24 years","15-24","2018","2018",61,509891,12.0
,"Utah","49","15-24 years","15-24","2019","2019",63,518499,12.2
,"Utah","49","15-24 years","15-24","2020","2020",63,527019,12.0
,"Utah","49","25-34 years","25-34","2010","2010",77,445687,17.3
,"Utah","49","25-34 years","25-34","2011","2011",50,446606,11.2
,"Utah","49","25-34 years","25-34","2012","2012",49,445048,11.0
,"Utah","49","25-34 years","25-34","2013","2013",56,440736,12.7
,"Utah","49","25-34 years","25-34","2014","2014",51,440622,11.6
,"Utah","49","25-34 years","25-34","2015","2015",55,441518,12.5
,"Utah","49","25-34 years","25-34","2016","2016",51,448845,11.4
,"Utah","49","25-34 years","25-34","2017","2017",66,457423,14.4
,"Utah","49","25-34 years","25-34","2018","2018",65,464908,14.0
,"Utah","49","25-34 years","25-34","2019","2019",65,471806,13.8
,"Utah","49","25-34 years","25-34","2020","2020",76,479576,15.8
,"Utah","49","35-44 years","35-44","2010","2010",41,332475,12.3
,"Utah","49","35-44 years","35-44","2011","2011",40,343550,11.6
,"Utah","49","35-44 years","35-44","2012","2012",52,356699,14.6
,"Utah","49","35-44 years","35-44","2013","2013",52,372699,14.0
,"Utah","49","35-44 years","35-44","2014","2014",42,386350,10.9
,"Utah","49","35-44 years","35-44","2015","2015",52,399342,13.0
,"Utah","49","35-44 years","35-44","2016","2016",57,410933,13.9
,"Utah","49","35-44 years","35-44","2017","2017",62,422547,14.7
,"Utah","49","35-44 years","35-44","2018","2018",77,434614,17.7
,"Utah","49","35-44 years","35-44","2019","2019",71,443453,16.0
,"Utah","49","35-44 years","35-44","2020","2020",56,450609,12.4
,"Utah","49","45-54 years","45-54","2010","2010",40,306964,13.0
,"Utah","49","45-54 years","45-54","2011","2011",52,306320,17.0
,"Utah","49","45-54 years","45-54","2012","2012",60,305787,19.6
,"Utah","49","45-54 years","45-54","2013","2013",54,305312,17.7
,"Utah","49","45-54 years","45-54","2014","2014",52,306598,17.0
,"Utah","49","45-54 years","45-54","2015","2015",47,309941,15.2
,"Utah","49","45-54 years","45-54","2016","2016",51,314060,16.2
,"Utah","49","45-54 years","45-54","2017","2017",55,317532,17.3
,"Utah","49","45-54 years","45-54","2018","2018",52,322173,16.1
,"Utah","49","45-54 years","45-54","2019","2019",45,328430,13.7
,"Utah","49","45-54 years","45-54","2020","2020",52,337383,15.4
,"Utah","49","55-64 years","55-64","2010","2010",41,240241,17.1
,"Utah","49","55-64 years","55-64","2011","2011",44,254030,17.3
,"Utah","49","55-64 years","55-64","2012","2012",37,261375,14.2
,"Utah","49","55-64 years","55-64","2013","2013",51,269589,18.9
,"Utah","49","55-64 years","55-64","2014","2014",37,276569,13.4
,"Utah","49","55-64 years","55-64","2015","2015",49,284433,17.2
,"Utah","49","55-64 years","55-64","2016","2016",41,291159,14.1
,"Utah","49","55-64 years","55-64","2017","2017",42,296399,14.2
,"Utah","49","55-64 years","55-64","2018","2018",31,300160,10.3
,"Utah","49","55-64 years","55-64","2019","2019",42,303134,13.9
,"Utah","49","55-64 years","55-64","2020","2020",38,304094,12.5
,"Utah","49","65-74 years","65-74","2010","2010",21,138224,15.2
,"Utah","49","65-74 years","65-74","2011","2011",22,144318,15.2
,"Utah","49","65-74 years","65-74","2012","2012",22,154260,14.3
,"Utah","49","65-74 years","65-74","2013","2013",31,163444,19.0
,"Utah","49","65-74 years","65-74","2014","2014",22,172400,12.8
,"Utah","49","65-74 years","65-74","2015","2015",24,181562,13.2
,"Utah","49","65-74 years","65-74","2016","2016",27,191202,14.1
,"Utah","49","65-74 years","65-74","2017","2017",25,201261,12.4
,"Utah","49","65-74 years","65-74","2018","2018",33,209871,15.7
,"Utah","49","65-74 years","65-74","2019","2019",17,219466,Unreliable
,"Utah","49","65-74 years","65-74","2020","2020",27,230052,11.7
,"Utah","49","75-84 years","75-84","2010","2010",14,80247,Unreliable
,"Utah","49","75-84 years","75-84","2011","2011",19,82199,Unreliable
,"Utah","49","75-84 years","75-84","2012","2012",14,83702,Unreliable
,"Utah","49","75-84 years","75-84","2014","2014",20,88102,22.7
,"Utah","49","75-84 years","75-84","2015","2015",12,90597,Unreliable
,"Utah","49","75-84 years","75-84","2016","2016",22,93584,23.5
,"Utah","49","75-84 years","75-84","2017","2017",21,97036,21.6
,"Utah","49","75-84 years","75-84","2018","2018",16,102831,Unreliable
,"Utah","49","75-84 years","75-84","2019","2019",19,107832,Unreliable
,"Utah","49","75-84 years","75-84","2020","2020",18,112018,Unreliable
,"Utah","49","85+ years","85+","2017","2017",10,37275,Unreliable
,"Vermont","50","15-24 years","15-24","2020","2020",10,85387,Unreliable
,"Vermont","50","25-34 years","25-34","2016","2016",11,72709,Unreliable
,"Vermont","50","25-34 years","25-34","2017","2017",12,72980,Unreliable
,"Vermont","50","25-34 years","25-34","2018","2018",13,74091,Unreliable
,"Vermont","50","25-34 years","25-34","2019","2019",12,74408,Unreliable
,"Vermont","50","25-34 years","25-34","2020","2020",12,75290,Unreliable
,"Vermont","50","35-44 years","35-44","2017","2017",14,69651,Unreliable
,"Vermont","50","35-44 years","35-44","2018","2018",12,70601,Unreliable
,"Vermont","50","45-54 years","45-54","2010","2010",16,102603,Unreliable
,"Vermont","50","45-54 years","45-54","2011","2011",14,100189,Unreliable
,"Vermont","50","45-54 years","45-54","2012","2012",12,97727,Unreliable
,"Vermont","50","45-54 years","45-54","2013","2013",11,94354,Unreliable
,"Vermont","50","45-54 years","45-54","2014","2014",11,91638,Unreliable
,"Vermont","50","45-54 years","45-54","2016","2016",12,86287,Unreliable
,"Vermont","50","45-54 years","45-54","2017","2017",13,83650,Unreliable
,"Vermont","50","45-54 years","45-54","2018","2018",11,80719,Unreliable
,"Vermont","50","55-64 years","55-64","2010","2010",14,89973,Unreliable
,"Vermont","50","55-64 years","55-64","2011","2011",10,93531,Unreliable
,"Vermont","50","55-64 years","55-64","2013","2013",10,95257,Unreliable
,"Vermont","50","55-64 years","55-64","2014","2014",10,96224,Unreliable
,"Vermont","50","55-64 years","55-64","2015","2015",18,96745,Unreliable
,"Vermont","50","55-64 years","55-64","2016","2016",15,96891,Unreliable
,"Vermont","50","55-64 years","55-64","2018","2018",12,96489,Unreliable
,"Vermont","50","55-64 years","55-64","2019","2019",13,95379,Unreliable
,"Vermont","50","55-64 years","55-64","2020","2020",13,93691,Unreliable
,"Vermont","50","65-74 years","65-74","2011","2011",10,51889,Unreliable
,"Vermont","50","65-74 years","65-74","2013","2013",14,59275,Unreliable
,"Vermont","50","65-74 years","65-74","2014","2014",11,62317,Unreliable
,"Vermont","50","65-74 years","65-74","2018","2018",11,72893,Unreliable
,"Vermont","50","65-74 years","65-74","2019","2019",10,75206,Unreliable
,"Vermont","50","75-84 years","75-84","2020","2020",10,36624,Unreliable
,"Virginia","51","5-14 years","5-14","2020","2020",11,1045223,Unreliable
,"Virginia","51","15-24 years","15-24","2010","2010",43,1123056,3.8
,"Virginia","51","15-24 years","15-24","2011","2011",74,1128469,6.6
,"Virginia","51","15-24 years","15-24","2012","2012",69,1134642,6.1
,"Virginia","51","15-24 years","15-24","2013","2013",66,1138703,5.8
,"Virginia","51","15-24 years","15-24","2014","2014",73,1141615,6.4
,"Virginia","51","15-24 years","15-24","2015","2015",72,1138379,6.3
,"Virginia","51","15-24 years","15-24","2016","2016",80,1130590,7.1
,"Virginia","51","15-24 years","15-24","2017","2017",95,1122746,8.5
,"Virginia","51","15-24 years","15-24","2018","2018",106,1121096,9.5
,"Virginia","51","15-24 years","15-24","2019","2019",85,1113447,7.6
,"Virginia","51","15-24 years","15-24","2020","2020",112,1117118,10.0
,"Virginia","51","25-34 years","25-34","2010","2010",83,1090419,7.6
,"Virginia","51","25-34 years","25-34","2011","2011",76,1119591,6.8
,"Virginia","51","25-34 years","25-34","2012","2012",88,1143271,7.7
,"Virginia","51","25-34 years","25-34","2013","2013",81,1160793,7.0
,"Virginia","51","25-34 years","25-34","2014","2014",88,1175262,7.5
,"Virginia","51","25-34 years","25-34","2015","2015",81,1183685,6.8
,"Virginia","51","25-34 years","25-34","2016","2016",104,1172060,8.9
,"Virginia","51","25-34 years","25-34","2017","2017",110,1185270,9.3
,"Virginia","51","25-34 years","25-34","2018","2018",76,1190306,6.4
,"Virginia","51","25-34 years","25-34","2019","2019",100,1190381,8.4
,"Virginia","51","25-34 years","25-34","2020","2020",108,1195477,9.0
,"Virginia","51","35-44 years","35-44","2010","2010",102,1108928,9.2
,"Virginia","51","35-44 years","35-44","2011","2011",81,1093634,7.4
,"Virginia","51","35-44 years","35-44","2012","2012",96,1092060,8.8
,"Virginia","51","35-44 years","35-44","2013","2013",91,1089286,8.4
,"Virginia","51","35-44 years","35-44","2014","2014",77,1088765,7.1
,"Virginia","51","35-44 years","35-44","2015","2015",87,1089472,8.0
,"Virginia","51","35-44 years","35-44","2016","2016",80,1085925,7.4
,"Virginia","51","35-44 years","35-44","2017","2017",94,1093732,8.6
,"Virginia","51","35-44 years","35-44","2018","2018",97,1104883,8.8
,"Virginia","51","35-44 years","35-44","2019","2019",78,1112496,7.0
,"Virginia","51","35-44 years","35-44","2020","2020",84,1127091,7.5
,"Virginia","51","45-54 years","45-54","2010","2010",140,1214000,11.5
,"Virginia","51","45-54 years","45-54","2011","2011",129,1209404,10.7
,"Virginia","51","45-54 years","45-54","2012","2012",99,1201653,8.2
,"Virginia","51","45-54 years","45-54","2013","2013",119,1188281,10.0
,"Virginia","51","45-54 years","45-54","2014","2014",118,1176456,10.0
,"Virginia","51","45-54 years","45-54","2015","2015",111,1167116,9.5
,"Virginia","51","45-54 years","45-54","2016","2016",102,1162384,8.8
,"Virginia","51","45-54 years","45-54","2017","2017",101,1149003,8.8
,"Virginia","51","45-54 years","45-54","2018","2018",90,1125384,8.0
,"Virginia","51","45-54 years","45-54","2019","2019",102,1100274,9.3
,"Virginia","51","45-54 years","45-54","2020","2020",99,1084314,9.1
,"Virginia","51","55-64 years","55-64","2010","2010",82,954964,8.6
,"Virginia","51","55-64 years","55-64","2011","2011",95,995298,9.5
,"Virginia","51","55-64 years","55-64","2012","2012",92,1006448,9.1
,"Virginia","51","55-64 years","55-64","2013","2013",104,1022922,10.2
,"Virginia","51","55-64 years","55-64","2014","2014",109,1040424,10.5
,"Virginia","51","55-64 years","55-64","2015","2015",114,1060937,10.7
,"Virginia","51","55-64 years","55-64","2016","2016",131,1080365,12.1
,"Virginia","51","55-64 years","55-64","2017","2017",118,1096476,10.8
,"Virginia","51","55-64 years","55-64","2018","2018",138,1106872,12.5
,"Virginia","51","55-64 years","55-64","2019","2019",118,1114417,10.6
,"Virginia","51","55-64 years","55-64","2020","2020",107,1116831,9.6
,"Virginia","51","65-74 years","65-74","2010","2010",66,549804,12.0
,"Virginia","51","65-74 years","65-74","2011","2011",72,573295,12.6
,"Virginia","51","65-74 years","65-74","2012","2012",54,615862,8.8
,"Virginia","51","65-74 years","65-74","2013","2013",67,648467,10.3
,"Virginia","51","65-74 years","65-74","2014","2014",86,678882,12.7
,"Virginia","51","65-74 years","65-74","2015","2015",103,707703,14.6
,"Virginia","51","65-74 years","65-74","2016","2016",85,734524,11.6
,"Virginia","51","65-74 years","65-74","2017","2017",80,759518,10.5
,"Virginia","51","65-74 years","65-74","2018","2018",84,779038,10.8
,"Virginia","51","65-74 years","65-74","2019","2019",80,802291,10.0
,"Virginia","51","65-74 years","65-74","2020","2020",85,827566,10.3
,"Virginia","51","75-84 years","75-84","2010","2010",36,304730,11.8
,"Virginia","51","75-84 years","75-84","2011","2011",56,309721,18.1
,"Virginia","51","75-84 years","75-84","2012","2012",64,314423,20.4
,"Virginia","51","75-84 years","75-84","2013","2013",41,321167,12.8
,"Virginia","51","75-84 years","75-84","2014","2014",49,329164,14.9
,"Virginia","51","75-84 years","75-84","2015","2015",42,338178,12.4
,"Virginia","51","75-84 years","75-84","2016","2016",50,348893,14.3
,"Virginia","51","75-84 years","75-84","2017","2017",52,363376,14.3
,"Virginia","51","75-84 years","75-84","2018","2018",64,384471,16.6
,"Virginia","51","75-84 years","75-84","2019","2019",70,402130,17.4
,"Virginia","51","75-84 years","75-84","2020","2020",67,416842,16.1
,"Virginia","51","85+ years","85+","2010","2010",24,122403,19.6
,"Virginia","51","85+ years","85+","2011","2011",20,128047,15.6
,"Virginia","51","85+ years","85+","2012","2012",24,132220,18.2
,"Virginia","51","85+ years","85+","2013","2013",31,135747,22.8
,"Virginia","51","85+ years","85+","2014","2014",21,138840,15.1
,"Virginia","51","85+ years","85+","2015","2015",16,142512,Unreliable
,"Virginia","51","85+ years","85+","2016","2016",32,145327,22.0
,"Virginia","51","85+ years","85+","2017","2017",19,148534,Unreliable
,"Virginia","51","85+ years","85+","2018","2018",20,151892,13.2
,"Virginia","51","85+ years","85+","2019","2019",24,154485,15.5
,"Virginia","51","85+ years","85+","2020","2020",24,156636,15.3
,"Washington","53","15-24 years","15-24","2010","2010",44,923640,4.8
,"Washington","53","15-24 years","15-24","2011","2011",48,933291,5.1
,"Washington","53","15-24 years","15-24","2012","2012",60,933258,6.4
,"Washington","53","15-24 years","15-24","2013","2013",54,933416,5.8
,"Washington","53","15-24 years","15-24","2014","2014",67,936977,7.2
,"Washington","53","15-24 years","15-24","2015","2015",60,935606,6.4
,"Washington","53","15-24 years","15-24","2016","2016",71,931819,7.6
,"Washington","53","15-24 years","15-24","2017","2017",81,923869,8.8
,"Washington","53","15-24 years","15-24","2018","2018",91,928312,9.8
,"Washington","53","15-24 years","15-24","2019","2019",67,929322,7.2
,"Washington","53","15-24 years","15-24","2020","2020",91,931301,9.8
,"Washington","53","25-34 years","25-34","2010","2010",75,933781,8.0
,"Washington","53","25-34 years","25-34","2011","2011",77,962195,8.0
,"Washington","53","25-34 years","25-34","2012","2012",86,975860,8.8
,"Washington","53","25-34 years","25-34","2013","2013",68,995914,6.8
,"Washington","53","25-34 years","25-34","2014","2014",83,1021309,8.1
,"Washington","53","25-34 years","25-34","2015","2015",82,1052907,7.8
,"Washington","53","25-34 years","25-34","2016","2016",75,1081072,6.9
,"Washington","53","25-34 years","25-34","2017","2017",89,1117379,8.0
,"Washington","53","25-34 years","25-34","2018","2018",76,1153357,6.6
,"Washington","53","25-34 years","25-34","2019","2019",98,1172075,8.4
,"Washington","53","25-34 years","25-34","2020","2020",96,1189552,8.1
,"Washington","53","35-44 years","35-44","2010","2010",69,908305,7.6
,"Washington","53","35-44 years","35-44","2011","2011",68,906719,7.5
,"Washington","53","35-44 years","35-44","2012","2012",68,911009,7.5
,"Washington","53","35-44 years","35-44","2013","2013",58,913483,6.3
,"Washington","53","35-44 years","35-44","2014","2014",77,918559,8.4
,"Washington","53","35-44 years","35-44","2015","2015",73,927922,7.9
,"Washington","53","35-44 years","35-44","2016","2016",61,941493,6.5
,"Washington","53","35-44 years","35-44","2017","2017",87,973049,8.9
,"Washington","53","35-44 years","35-44","2018","2018",74,1002869,7.4
,"Washington","53","35-44 years","35-44","2019","2019",86,1028141,8.4
,"Washington","53","35-44 years","35-44","2020","2020",88,1057100,8.3
,"Washington","53","45-54 years","45-54","2010","2010",91,988205,9.2
,"Washington","53","45-54 years","45-54","2011","2011",81,976313,8.3
,"Washington","53","45-54 years","45-54","2012","2012",93,964294,9.6
,"Washington","53","45-54 years","45-54","2013","2013",83,951348,8.7
,"Washington","53","45-54 years","45-54","2014","2014",99,945765,10.5
,"Washington","53","45-54 years","45-54","2015","2015",99,946393,10.5
,"Washington","53","45-54 years","45-54","2016","2016",82,947910,8.7
,"Washington","53","45-54 years","45-54","2017","2017",93,944695,9.8
,"Washington","53","45-54 years","45-54","2018","2018",77,933531,8.2
,"Washington","53","45-54 years","45-54","2019","2019",105,923777,11.4
,"Washington","53","45-54 years","45-54","2020","2020",78,921244,8.5
,"Washington","53","55-64 years","55-64","2010","2010",73,835165,8.7
,"Washington","53","55-64 years","55-64","2011","2011",105,872440,12.0
,"Washington","53","55-64 years","55-64","2012","2012",100,884586,11.3
,"Washington","53","55-64 years","55-64","2013","2013",86,897344,9.6
,"Washington","53","55-64 years","55-64","2014","2014",93,911851,10.2
,"Washington","53","55-64 years","55-64","2015","2015",86,928871,9.3
,"Washington","53","55-64 years","55-64","2016","2016",97,945770,10.3
,"Washington","53","55-64 years","55-64","2017","2017",118,956893,12.3
,"Washington","53","55-64 years","55-64","2018","2018",109,960871,11.3
,"Washington","53","55-64 years","55-64","2019","2019",109,959608,11.4
,"Washington","53","55-64 years","55-64","2020","2020",109,954141,11.4
,"Washington","53","65-74 years","65-74","2010","2010",51,457220,11.2
,"Washington","53","65-74 years","65-74","2011","2011",42,484392,8.7
,"Washington","53","65-74 years","65-74","2012","2012",52,522719,9.9
,"Washington","53","65-74 years","65-74","2013","2013",62,557905,11.1
,"Washington","53","65-74 years","65-74","2014","2014",67,590319,11.3
,"Washington","53","65-74 years","65-74","2015","2015",56,623304,9.0
,"Washington","53","65-74 years","65-74","2016","2016",70,656507,10.7
,"Washington","53","65-74 years","65-74","2017","2017",72,681763,10.6
,"Washington","53","65-74 years","65-74","2018","2018",92,708808,13.0
,"Washington","53","65-74 years","65-74","2019","2019",72,735524,9.8
,"Washington","53","65-74 years","65-74","2020","2020",60,758505,7.9
,"Washington","53","75-84 years","75-84","2010","2010",40,253186,15.8
,"Washington","53","75-84 years","75-84","2011","2011",45,257875,17.5
,"Washington","53","75-84 years","75-84","2012","2012",53,261100,20.3
,"Washington","53","75-84 years","75-84","2013","2013",40,267002,15.0
,"Washington","53","75-84 years","75-84","2014","2014",36,273748,13.2
,"Washington","53","75-84 years","75-84","2015","2015",50,281758,17.7
,"Washington","53","75-84 years","75-84","2016","2016",36,292067,12.3
,"Washington","53","75-84 years","75-84","2017","2017",58,301862,19.2
,"Washington","53","75-84 years","75-84","2018","2018",46,322041,14.3
,"Washington","53","75-84 years","75-84","2019","2019",70,339621,20.6
,"Washington","53","75-84 years","75-84","2020","2020",62,353988,17.5
,"Washington","53","85+ years","85+","2010","2010",18,117271,Unreliable
,"Washington","53","85+ years","85+","2011","2011",24,122606,19.6
,"Washington","53","85+ years","85+","2012","2012",15,124598,Unreliable
,"Washington","53","85+ years","85+","2013","2013",31,126177,24.6
,"Washington","53","85+ years","85+","2014","2014",21,128688,16.3
,"Washington","53","85+ years","85+","2015","2015",27,130984,20.6
,"Washington","53","85+ years","85+","2016","2016",21,132489,15.9
,"Washington","53","85+ years","85+","2017","2017",39,131417,29.7
,"Washington","53","85+ years","85+","2018","2018",30,133383,22.5
,"Washington","53","85+ years","85+","2019","2019",27,134578,20.1
,"Washington","53","85+ years","85+","2020","2020",26,135381,19.2
,"West Virginia","54","15-24 years","15-24","2010","2010",17,237296,Unreliable
,"West Virginia","54","15-24 years","15-24","2011","2011",23,238820,9.6
,"West Virginia","54","15-24 years","15-24","2012","2012",22,237491,9.3
,"West Virginia","54","15-24 years","15-24","2013","2013",14,237594,Unreliable
